title,href,date,description,keywords
Replication Data for: The Gender Readings Gap in Political Science Graduate Training,/dataset.xhtml?persistentId=doi:10.7910/DVN/UNWIHE,"Oct 15, 2018","This is the replication Stata code and log file for the Journal of Politics research note, ""The Gender Readings Gap in Political Science Graduate Training,"" by Heidi Hardt, Amy Erica Smith, Hannah June Kim and Philippe Meister. For our searchable database, see our website here: http://gradtraining.socsci.uci.edu/ (2017-01-01)","gender, women, graduate, graduate training, syllabi, reading lists, Ph.D., diversity, political science"
"Replication Data for: ""Boycotting, Buycotting, and the Psychology of Political Consumerism""",/dataset.xhtml?persistentId=doi:10.7910/DVN/9WNYEU,"Oct 8, 2018","Replication data and syntax for ""Boycotting, Buycotting, and the Psychology of Political Consumerism""",
Replication Data for: How Does Hyper-Politicized Rhetoric Affect the U.S. Supreme Court's Legitimacy?,/dataset.xhtml?persistentId=doi:10.7910/DVN/KGK9QO,"Sep 30, 2018","Many believe that President Trump's criticisms of the judiciary pose real and immediate threats to judicial legitimacy. However, framing theory suggests that source credibility is a prerequisite for such frames to be effective. Relying on an experiment embedded in a multi-wave, nationally representative sample of Americans, we examine whether public attacks on the judiciary—by either Trump or distinguished law professors—affect the U.S. Supreme Court's legitimacy. We demonstrate that criticisms of the Court from either source are only deleterious among respondents who believe the source is credible; source credibility also shapes agreement with the criticism. Because President Trump is viewed with distrust by a majority of Americans, his comments pose only a limited threat to the Court's legitimacy. However, our data also suggest that a more credible source (inside or outside government), using similar attacks, could do considerable damage to the legitimacy of the American government's most fragile branch. (2018-09-29)","Diffuse Support, U.S. Supreme  Court, Legitimacy"
"Replication Data for ""Partisan Conflict and Citizens’ Democratic Attitudes:  How Partisanship Shapes Reactions to Legislative Brawls""",/dataset.xhtml?persistentId=doi:10.7910/DVN/KGHEU4,"Sep 30, 2018",Data sets and scripts are provided to replicate the results produced in the article. (2018-09-29),"parliamentary brawl, legislative brawl, partisanship, partisan conflict, legislative approval"
Replication Data for: Do Felony Disenfranchisement Laws (De-)Mobilize? The Case of Surrogate Participation,/dataset.xhtml?persistentId=doi:10.7910/DVN/AMJXCB,"Sep 30, 2018","Replication files for ""Do Felony Disenfranchisement Laws (De-)Mobilize? The Case of Surrogate Participation."" Please use the first code file ""Step 1_Creating Weighted Clean Data.R"" to create the two data files used to run the analysis in the code files associated with the paper(""Step 2_Replication Code_Article.R"") and the appendix (""Step 3_Replication Code_Appendix.R"").","political participation, felony disenfranchisement, policy spillover, proximal contact, surrogate mobilization"
"Replication Data for: Reform, Representation and Resistance: The Politics of Property Rights' Enforcement",/dataset.xhtml?persistentId=doi:10.7910/DVN/SMLV5D,"Sep 30, 2018","Replication files for ""Reform, Representation and Resistance: The Politics of Property Rights' Enforcement"" and the associated online appendix, including an anonymized version of the NCAER Rural Economic and Demographic Survey, 2006/9 round used to conduct analysis reported in the paper. (2006)","electoral gender quotas, representation, property rights, backlash, political economy of reform"
Replication Data for: The Dynamics of Partisan Identification when Party Brands Change: The Case of the Workers Party in Brazil,/dataset.xhtml?persistentId=doi:10.7910/DVN/XSCFX5,"Sep 24, 2018","Replications materials for ""The Dynamics of Partisan Identification when Party Brands Change: The Case of the Workers Party in Brazil"" ""Two-City, Six-Wave Panel Survey, Brazil"" (2002, 2004, 2006). Sample: Representative samples of (1) Caxias do Sul, Rio Grande do Sul and (2) Juiz de Fora, Minas Gerais. Topic areas: Neighborhood quality of life, worst problems, economic assessments, political participation, media and campaign attention, civil society and neighborhood involvement, political discussion frequency, trust in government and institutions, vote choice, core values, interpersonal persuasion, feeling thermometers of groups and politicians, party identification, ideology, candidate trait assessments, candidate ideological and issues placement, issues self-placement, evaluation of Lula's government, political knowledge, discussant name generator. Sample size: About 25,000 interviews. Special features: Interviews with named political discussants, 100 interviews per neighborhood. (2006)","Brazil, politics, elections, social networks, partisanship"
Replication Data for: Facial Dominance and Electoral Success in Times of War and Peace,/dataset.xhtml?persistentId=doi:10.7910/DVN/SOQH9L,"Sep 24, 2018","Data, codebook, and Stata .do file necessary to replicate the figures and tables from ""Facial Dominance and Electoral Success in Times of War and Peace."" Created using Stata15. (2018-09-10)","political behavior, voting, survey experiments"
Replication Data for: How Large Are The Political Costs of Fiscal Austerity?,/dataset.xhtml?persistentId=doi:10.7910/DVN/E2OS8R,"Sep 17, 2018","Files to replicate ""How Large Are The Political Costs of Fiscal Austerity?"" (2018-09-16)",
"Expertise, Networks, and Interpersonal Influence in Congress",/dataset.xhtml?persistentId=doi:10.7910/DVN/OAPCH9,"Sep 17, 2018","This file contains the scripts used in ""Expertise, Networks, and Interpersonal Influence in Congress."" Users should start with the Readme. (2018-09-15)","Congress, social networks, expertise, polarization"
Replication Data for: Shifting Standards: How Voters Evaluate the Qualifications of Female and Male Candidates,/dataset.xhtml?persistentId=doi:10.7910/DVN/46RXC8,"Sep 17, 2018",Replication Data for: Shifting Standards: How Voters Evaluate the Qualifications of Female and Male Candidates,
Replication Data for: Why are Subnational Governments Responsive?,/dataset.xhtml?persistentId=doi:10.7910/DVN/Q2MHDM,"Sep 17, 2018",Code to replicate the figures from the paper. (2018-09-14),representation
Replication Data for: Prioritized Interests: Diverse Lobbying Coalitions and Congressional Committee Agenda-Setting,/dataset.xhtml?persistentId=doi:10.7910/DVN/V3DHAS,"Sep 10, 2018","Dataset and scripts necessary to replicate figures and tables in ""Prioritized Interests: Diverse Lobbying Coalitions and Congressional Committee Agenda-Setting"" and associated online appendix",
Replication Data for: Government Privatization and Political Participation: The Case of Charter School,/dataset.xhtml?persistentId=doi:10.7910/DVN/5H1HFF,"Sep 10, 2018",Dataset and do file created using Stata 14. Data and code replicate all analyses in the paper and online appendix. (2018-09-08),
Countering Capture: Elite Networks and Government Responsiveness in China's Land Market Reform,/dataset.xhtml?persistentId=doi:10.7910/DVN/GS8IFM,"Aug 13, 2018","Government responsiveness is often viewed as a result of political pressure from the public, but why do politicians facing similar pressure sometimes differ in their responsiveness? This article considers the configurations of elite networks as a key mediating factor. We argue that access to external support networks helps improve politicians' responsiveness to ordinary citizens by reducing their dependence on vested interests, and test this claim using China's land market reform as a case. Leveraging novel city-level measures of mass grievances and political networks, we demonstrate that the intensity of land-related grievances is positively associated with reform occurrence, but this association is only salient among a subset of city leaders with informal connections to the higher-level authority. We also show that connected leaders tend to implement policies less congruent with local bureaucratic and business interests. These findings underscore the importance of intra-elite dynamics in shaping mass-elite interactions. (2018-08-07)",
Replication Data for: Inequality in the Social Mind: Social Comparison and Support for Redistribution,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZLUQPL,"Jul 29, 2018","Replication files for ""Inequality in the Social Mind: Social Comparison and Support for Redistribution""","inequality, public opinion, social comparison, redistribution, status perception"
Replication Data for: Gender Identity as a Political Cue: Voter Responses to Transgender Candidates,/dataset.xhtml?persistentId=doi:10.7910/DVN/XN2TZL,"Jul 29, 2018","Data, codebook, and replication code for ""Gender Identity as a Political Cue: Voter Responses to Transgender Candidates"". Abstract: Voters frequently use demographic characteristics such as race or gender as shortcuts when evaluating politicians. We use two survey experiments to show that a candidate’s gender identity (specifically whether they identify as the same gender as the sex they were assigned at birth) functions as a similar cue. When a news story identified a candidate as transgender, respondents rated them as more liberal and less likely to represent them, and less likely to receive their vote. The overall electoral penalty is moderated by voters’ party, ideology, religiosity, and authoritarianism. In contrast to research on other demographic cues, we find that these effects persist even in the presence of cues about the candidate’s party, suggesting that voters infer substantial information from politicians’ gender identity.",
